chunk_id,document_id,section_number,section_name,content_type,token_count,cas_numbers,hazard_codes,keywords,content_preview
FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint_S08_001,FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint,8,Controles de exposición/protección personal,text,254,74-98-6; 67-64-1; 100-41-4; 110-19-0; 13463-67-7; 107-87-9,,"0; SDS; 74-98-6; only;  12 ; Form; 100-41-4;  5 ; 13463-67-7; isobutyl; Respirable; Air; CFR; propyl;  01 ; 9; which; 67-64-1; date; have; following;  150 ; TLV or other recommended exposure limit At this time, the other constituents have no known exposure limits US; Rust; other; of; Machinery;  2400 ;  1910.1000; PEL 2400 mg/m3 acetone (CAS 67-64-1) 1000 ppm PEL 435 mg/m3 ethylbenzene (CAS 100-41-4) 100 ppm PEL 700 mg/m3 isobutyl acetate (CAS 110-19-0) 150 ppm PEL 410 mg/m3 methyl isobutyl ketone (CAS 1010-1) 100 ppm PEL 700 mg/m3 methyl propyl ketone (CAS 107-87-9) 200 ppm PEL 1800 mg/m3 propane (CAS 74-98-6) 1000 ppm PEL 15 mg/m3 Total dust titanium dioxide (CAS 13463-67-7) 3 / 12 Material name: Rust Proof Enamel Machinery Light Gray Spray Paint 18114 Version #: 01 Issue date: SDS US US; Gray; 107-87-9; Proof;  200 ; recommended; At; Issue; Type; ppm;  13463-67; PEL, TLV or other recommended exposure limit At this time, the other constituents have no known exposure limits US; OSHA; 3 ; Occupational; personal; Enamel; propane; limits; no;  435 ; Material;  67-64; dust; 7;  1010-1;  50 ;  18114 ; PEL; time; titanium;  15 ; Contaminants; fraction; exposure; Spray; Paint; ketone; 29 ; ethylbenzene; 1; Z; known;  74-98; name; the; Version; Light; Table;  107-87;  3 ; CAS;  410 ; protection; mg;  110-19; Components; 1 ; constituents; TWA; for; are;  700 ;  100 ; Limits; 110-19-0; Total;  100-41; product; dioxide; acetate; acetone; Value; mppcf; TLV; The; this; m3; 6; methyl;  1000 ; limit;  1800 ; or; US; a; 4",/personal protection Occupational exposure limits The following constituents are the only constituen...
FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint_S08_002,FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint,8,Controles de exposición/protección personal,text,510,74-98-6; 67-64-1; 100-41-4; 110-19-0; 13463-67-7; 107-87-9; 108-10-1; 106-97-8,,0; phenylglyoxylic; SDS; Specimen; 74-98-6;  0.15 ; Skin;  205 ;  12 ; been; sampling; 50 ; glasses; Threshold; airborne; 100-41-4; 13463-67-7; isobutyl; conditions;  125 ; Respirable; levels; propyl; engineering; Provide; see; eyewash; and; 108-10-1; goggles; acid; per;  01 ; 9; values; 67-64-1; date; in; be; Appropriate; have; hour; Guide;  150 ; Rust; Pocket; other;  106-97; typically; as; of; NIOSH; rubber; process;  75 ; should; Machinery; level; Acetone; use; Biological; changes; measures; Gray; safety; 107-87-9; For; controls; Wear; below;  1900 ; with; Eye; Proof; recommended; Issue; Type; ppm;  13463-67; ventilation; If;  590 ; 3 ; 106-97-8; personal; Enamel; propane; limits;  4 ; urine; 100 ; Sum; Time; air; 15 ;  435 ; Ventilation; Material;  67-64; applicable; shields; rates; 7;  800 ; an;  50 ;  18114 ; source;  108-10; Limit; titanium;  1 ; Methyl; face;  25 ; gloves; Hazards; fraction; exposure; Determinant; g; Spray; Paint; ketone; 8; ethylbenzene; equipment; 1;  530 ; general;  74-98; Exposure; document; protective;  10 ; mandelic; name; the; Chemical; Version; local; Light; CAS;  107-87;  250 ; protection; mg;  110-19; Components; butane;  545 ; TWA; station;  700 ; 110-19-0;  100-41; n;  300 ; dioxide;  20 ; acetate; acetone; Nitrile; details; Values; mppcf; Value; acceptable; used;  500 ; such; l; please; matched; m3; 6; methyl; to; enclosures; STEL;  1000 ; maintain; Good; Urine; exhaust; limit; established;  1800 ; or; Sampling; not; side; ACGIH; US; Individual; Butyl; Indices; 4; Creatinine,15 mppcf Respirable fraction US. ACGIH Threshold Limit Values Value Components Type STEL 500 ppm ace...
FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint_S08_003,FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint,8,Controles de exposición/protección personal,text,200,,,monitoring; spaces; work; approved; respirator; levels; Air; engineering; and; self; in; Other; suitable; contained; when; before; as; rubber; NIOSH; use; emergencies; surveillance; measures; Wear; controls; with; hygiene; is; General; clothing; needed; cartridge; If; if; personal; When; observe; hazards; using; limits; material; applicable; contaminants; Hand; an; requirements; smoke; handling; exposure; remove; Use; any; considerations; wash; Respiratory; equipment; necessary; thermal; washing; protective; the; Thermal; protection; breathing; vapor; determine; for; are; smoking; good; feasible; do; organic; after; employee; such; Routinely; exceeds; to; drinking; apparatus; Observe; eating; or; not; actual; Butyl; a; appropriate; confined; medical; Always,Butyl rubber Hand protection Wear suitable protective clothing Other If engineering controls are not...
FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint_S09_001,FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint,9,Propiedades físicas y químicas,text,199,,,C; Physical; gas; ignition;  80.7 %;  0.77 - 0.85 ; temperature; Percent; Form; Color; solid;  132; n; volatile; Vapor;  689 ; coefficient; kinematic; gray; Melting; Auto;  1 ; -2.2 °F (-19 °C); Odor; flammability; pressure; 689 °F (365 °C);  2366.8 ; 365 ; lower; Evaporation; available; rate; Upper; Decomposition; 56.1 °C;  1; hPa; Flammability; point; range; upper; Viscosity; 19 ; limit; boiling; Aerosol; 2.2 ; and; or; octanol; 56.1 ; Flash; Light; Appearance; pH;  10.9 %; freezing; F; estimated; Liquid; explosive; density; Relative; state; Initial; limits; Solubility;  1.7 %; water; threshold; Not; Partition; air; Aromatic,Appearance Liquid. Physical state Aerosol. Form Light gray. Color Aromatic. Odor Odor threshold Not ...
FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint_S10_001,FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint,10,Estabilidad y reactividad,text,155,,,Material; SDS; Incompatible; Nitrates; are; Rust;  12 ; Reactivity; Possibility; of; product;  18114 ; Fluorine; Machinery; flames; use; hazardous;  5 ; Contact; conditions; Conditions; decomposition; Gray; reactive; with; The; is; stability; Spray; Proof; Paint; storage; agents; Heat; reaction; reactions; Chlorine; to; Issue; oxidizing; known; No; under; Acids; Hazardous; and; Strong; non; normal; name; Chemical; materials;  01 ; stable; Version; products; Light; transport; US; incompatible; date; Enamel; dangerous; avoid; sparks,"The product is stable and non-reactive under normal conditions of use, storage and transport. Reacti..."
FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint_S11_001,FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint,11,Información toxicológica,text,508,2807-30-9; 74-98-6; 67-64-1; 100-41-4; 13463-67-7; 107-87-9; 108-10-1,, 16000 ; SDS; 74-98-6; Skin; tearing;  12 ; 50 ;  20000 ; cause; Symptoms; components; 100-41-4;  3.73 ; 13463-67-7; shown; isobutyl; serious; available; LC50; propyl; corrosion; Severe; No; 18-2016 ; likely; and; 108-10-1;  01 ; 9; through; 67-64-1; date;  17.2 ; be; mutagenic; redness; indicate; Information; 2807-30-9; Results;  3500 ; Rust;  6 ; than; of; ethylene; characteristics; Machinery; use; repeated; skin; Hours; Gray; 107-87-9; Eye; chemical; is; Proof; Issue; ppm;  13463-67; Inhalation; based; injuries; genotoxic; damage; Rabbit; Rat; Enamel; propane;  4 ;  4.45 ; Serious; Not;  2080 ; data; Material;  67-64; inhalation; greater; 7; Dermal; irritation;  18114 ; blurred; present;  108-10; titanium; toxicity; routes; toxicological; exposure; Spray; g; May; Paint; any; ketone;  0.1%; effects; include; Respiratory; ethylbenzene;  10000 ; 1; known;  74-98; physical;  5800 ; under;  8.2 ; Oral; Health; This; normal; the; LD50; name; Version; Light; on;  107-87;  3 ; CAS; component; mg; at;  0.87 ; Components; related; ether; for; are;  100-41; may; product; sensitization; dioxide; vision; Acute; Headache;  17800 ; dizziness; expected; acetone; sensitizer; Test; contact; Estimates; additional; eye; drowsiness; glycol;  2807-30; l; organs; 6; Ingestion; methyl; to; Nausea; kg; Prolonged; respiratory; or; not; vomiting; Species; US; temporary; swelling; prolonged;  5000 ; a; Causes; stinging; hours; 4; by,Information on likely routes of exposure Inhalation May cause damage to organs through prolonged or ...
FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint_S11_002,FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint,11,Información toxicológica,text,292,108-10-1; 100-41-4; 13463-67-7,,Skin; cause; components; Substances; 100-41-4; National; 13463-67-7; isobutyl; available; harmful; CFR; regulated; single; No; developmental; and; 108-10-1; through; Specifically; be; mutagenic; indicate; than; Chronic; of; Aspiration; hazard; chronic; repeated; skin;  1910.1001-1050; Regulated; NTP; is;  13463-67; Suspected; Evaluation; OSHA; Reproductive; genotoxic; Report; damage; Germ; organ; Not; data; Possibly; inhalation; greater; 7; Overall; an; Carcinogens; reproductive;  2; present;  108-10; titanium; toxicity; cancer; exposure; humans; May; any; listed; ketone;  0.1%; 29 ; effects; ethylbenzene; 1; Monographs; This; CAS; on; Program; at; Specific; are; causing;  100-41; cell; may; product; carcinogenic; sensitization; dioxide; dizziness; expected; drowsiness; organs; methyl; to; aspiration; Prolonged; or; not; IARC; US; mutagenicity; target; prolonged; Toxicology; 4; Carcinogenicity,This product is not expected to cause skin sensitization Skin sensitization No data available to ind...
FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint_S12_001,FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint,12,Información ecológica,text,407,67-64-1; 100-41-4; 13463-67-7; 107-87-9; 108-10-1,,Oncorhynchus; SDS;  12 ; 50 ; Fish; Bioaccumulative; soil; 100-41-4; shown; 13463-67-7; isobutyl; Daphnia; Fathead; log; Pimephales;  7 ; available; Persistence; LC50; propyl;  2.1 ; flea; No; and; 108-10-1;  1190 - 1290 ; Bioconcentration;  3.15 ;  01 ; 9; 67-64-1; mykiss; date; from; in; be; minnow;  10294 - 17704 ; water; Other; factor; Results; BCF; Rust; global; other; photochemical; of; endocrine;  1.31 ; Machinery;  4740 - 6330 ;  492 - 593 ; magna;  2.89 ; Water; Gray; 107-87-9; trout; is; Proof; Crustacea;  96 ; Ecotoxicity; Issue; degradability;  13463-67; based; environmental; donaldson; Enamel; propane; disruption;  2.36 ; Mobility; Partition; 0.24 ; data; Material;  67-64; Rainbow; 7;  352 ; Kow;  18114 ;  108-10; titanium; potential; Spray; g; Paint; ketone; effects; EC50; ethylbenzene; 1;  1.78 ; name; the; octanol; Version; Light; CAS;  107-87; on; component; coefficient; mg; Aquatic; Components; 1 ; butane;  0.91 ; for; are;  100-41; promelas; n; may; product; dioxide; Acute; acetate; ozone; acetone; expected; Test; Estimates; additional;  48 ; this; adverse; l; methyl; Fish1; creation;  1000 ; depletion; not; Species; US; warming; hours; e; 4,Ecotoxicity Components Test Results Species acetone (CAS 67-64-1) Aquatic EC50 Crustacea 10294 - 177...
FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint_S13_001,FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint,13,Consideraciones de eliminación,text,196,,,supplies; unused; containers; ignitable; Empty; approved; waste; pressure; label; ponds; dispose; Do; recycling; flash; and; incinerate; retain; from; in; disposal; all; D001; be; even; RCRA; water; Collect; Disposal; site; of; should; residues; taken; sewers; waterways; with; chemical; puncture; packaging; is; crush; emptied; If; Hazardous; warnings; sealed; products; code; reclaim; Flammable; material; applicable; considered; an; Waste; follow; handling; ditches; considerations; drain; point; contaminate; discarded; under; residue; licensed; container; Dispose; Contaminated; F; Contents; at; for; accordance; after; may; product; Since; 001; used; this; to; or; not; allow; regulations; a; 140 ; into,"considerations If discarded, this product is considered a RCRA ignitable waste, D001. Collect and re..."
FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint_S14_001,FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint,14,Información sobre transporte,text,294,,,Environmental; SDS; only;  12 ; Special; Limited; Aerosols; precautions;  10;  2.1 ; restrictions; No; and; non; user;  01 ; date; U; Other; procedures; before; Rust; EmS; Quantity; hazard; Machinery; safety; Gray; with;  304 ; exceptions; Proof; Issue; Code; cargo; IMDG; N82; Allowed; Enamel; Marine; hazards; Not; instructions; Material; aircraft; applicable; Passenger; 82 ; D; group; emergency; Packaging; pollutant; handling;  306 ; Spray; class; Paint; shipping; None; provisions; s; name; risk; Light; F; proper; 306 Pa; Cargo; AEROSOLS; Transport; for;  8 ; es; flammable; ERG; Read;  2 ; DOT; S; Class; Label; 304 Pa; number; IATA; US; information; Subsidiary; UN;  181; bulk; Packing,"DOT UN number Aerosols, flammable, Limited Quantity UN proper shipping name 2.1 Class Transport haza..."
FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint_S15_001,FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint,15,Información reglamentaria,text,444,2807-30-9; 74-98-6; 67-64-1; 100-41-4; 110-19-0; 108-10-1; 106-97-8,,0; SDS; immediate; 74-98-6;  12 ; Notification;  112;  679 ; Substances; Pollutants; 2; 100-41-4; National; Standard; isobutyl; 8802; Act; your; notification; Listed; CFR; regulated; propyl; Air; substance; and; 108-10-1;  01 ; 9; Substance; Specifically; 67-64-1; date; in;  1310.04; resulting;  1310.02; 2807-30-9; f; 21 ; Rust;  112 ;  106-97; as; of; its; ethylene; Machinery; Spills; Drug;  1910.1001-1050; Water; Gray; Regulated;  304 ; is; HAPs; Proof; Safe; Emergency; Drinking; Export; Administration; Issue; OSHA; Hazardous; SARA; CERCLA; Code; Release; 106-97-8; List; TSCA; Enamel; propane; releases; Enforcement; Clean; Not;  1910.1200 ; federal;  302.4; Material; Center;  67-64;  68.130; Toxic; 800-424; Response;  18114 ; D;  2;  108-10; Committee; Title; Spray; any; Paint; ketone; 8; 29 ; Chemicals; ethylbenzene; 1;  74-98; Prevention; Section; This; name; the; Chemical; Version; Light; CAS; 40 ; at;  110-19; Planning; butane;  6532 ; ether; Number; RQ; 110-19-0; EPCRA; release; CAA;  707;  100-41; Hazard; n; product; DEA; III; Reportable; acetate; acetone; ingredient; Subpt; LBS; glycol;  2807-30;  313 ; 6; methyl; to; SDWA;  12; loss; r; Accidental; Essential; or; quantity; regulations; Communication; above; US; require;  5000 ; a; Local;  29 ; b; defined; 4; by,"This product is a ""Hazardous Chemical"" as defined by the OSHA Hazard Communication Standard, 29 CFR ..."
FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint_S15_002,FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint,15,Información reglamentaria,text,311,67-64-1; 110-19-0; 107-87-9; 108-10-1,,Immediate; 0; SDS;  12 ; subd; priority; Yes; Substances;  679 ; hazardous; 2; isobutyl; Act; CFR; propyl; regulated; tit; Superfund; No; substance; and; 108-10-1;  01 ; 9;  69502.3; Pressure; 67-64-1; date; in; Flavor;  1310.12;  1310.04; Food; Priority;  1310.02; Delayed;  302 ; 21 ; f; Rust;  6715 ; Workplace; of; Machinery; Low; Drug; FEMA; Gray; 107-87-9;  1986 ; Proof; Fire; Issue; Administration; SARA; Code; List; Enamel; Enforcement; Not; Material;  67-64; Consumer; Reactivity;  18114 ;  2;  108-10; 312 ; Cal;  1 ; Amendments; Spray; Mixtures;  35 %; Paint; Reauthorization; ketone; Safety; California; Chemicals; Respiratory; 1; Health; Section; name; the; Chemical; Products; Version; Light; CAS;  107-87; state;  110-19;  6532 ; Exempt; Number; 110-19-0;  22; Hazard; Regulations; DEA; acetate; acetone; WV; Safer;  2 ; methyl; Candidate; FDA; categories; Essential; c; regulations; US; Regs; Manufacturing; b; Extremely;  311,"List 2, Essential Chemicals (21 CFR 1310.02(b) and 1310.04(f)(2) and Chemical Code Number acetone (C..."
FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint_S15_003,FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint,15,Información reglamentaria,text,417,2807-30-9; 74-98-6; 67-64-1; 100-41-4; 110-19-0; 13463-67-7; 107-87-9; 108-10-1; 106-97-8,,0; SDS; 74-98-6;  12 ; subd; cause; harm; 100-41-4; 13463-67-7; isobutyl; Act; propyl; Know; birth; and; 108-10-1;  01 ; 9;  69502.3; Island; Substance; 67-64-1; date; New; Massachusetts; 2807-30-9; Rust; other;  106-97; Worker; of; Law; ethylene; Machinery; Gray; 107-87-9; chemical; Proof; Issue;  13463-67; 106-97-8; List; Enamel; propane; WARNING; Material;  67-64; 7; State;  18114 ; reproductive;  108-10; titanium; Right; cancer; Jersey; 22; Proposition; Spray; Paint; ketone; 8; California; ethylbenzene; 1; known;  74-98;  10 ; This; name; the; Version; Rhode; Light; CAS;  107-87; defects;  110-19; Pennsylvania; butane; RTK; ether; 110-19-0;  65 ;  100-41; n; product; dioxide; acetate; acetone; glycol;  2807-30; 6; methyl; to; or; Community; US; a; 4; contains,"22, 69502.3, subd (a)) acetone (CAS 67-64-1) ethylbenzene (CAS 100-41-4) ethylene glycol propyl ethe..."
FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint_S15_004,FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint,15,Información reglamentaria,text,421,108-10-1; 100-41-4; 13463-67-7,,European; Japan;  28; On; components; Notified; Yes; June; Substances; 100-41-4; Developmental;  0.7 ; 13463-67-7; isobutyl; Country; Philippine; E; Act; governing; Listed; CFR; regulated; states;  59; substance; No; and; 108-10-1; comply; exempt; date; from; Flat; in; all; New; Australia; country; Control; China; Existing; region; as; of; Compliant; September; inventory; with; AICS; is; Australian; Domestic; States;  13463-67; Volatile; reactivity; Aerosol; Maximum; MIR; List; TSCA; ENCS; no; Toxic; VOC; Europe; EINECS; 7; Non; CRT;  50 ; State; sale;  2;  108-10; titanium;  2014 ; Rico; requirements; compounds; Proposition; one; Paint; indicates; listed; ketone; DSL; California; Chemicals; ethylbenzene; A; Canada; 1; Korea; Carcinogenic; s; This; name; compliant; Chemical; the; March; CAS; Philippines; on; 40 ; Commercial; November; for; are;  65 ; more; organic; PICCS;  100-41; NDSL; Inventories; product; dioxide; International; ECL; Subpt; yes; Puerto; Inventory; ELINCS; this; methyl; United; toxin;  11;  4;  2004 ; or; incremental; not; regulations; administered; US; EPA; IECSC; listing; a; Zealand; that; 4; by;  2011 ; coatings,US - California Proposition 65 - CRT: Listed date/Carcinogenic substance ethylbenzene (CAS 100-41-4)...
FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint_S16_001,FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint,16,Otra información,text,289,,,SDS;  12 ; Inc; label; accurate; available; preparation; your; Instability; HMIS; it; undergone; and; supervisor; M;  01 ; date; from; in; be; all; including; contained; Information; Rust; other; as; of; professional; NFPA; its; should; hazard; Machinery; changes; specific; Gray; safety; with; For; best; is; Proof; Industries; Issue; Prepared; B; obtained; if; warnings; reviewed; materials; ratings; combination;  11 ; Revision; Enamel; supplied; using; health; has;  4 ; Not; directions; Material; Physical; material; consult; read; Before;  18114 ; 4 ; valid;  2; clarification;  1 ; CRC; Personal; further; Spray; Paint; any; Disclaimer; Flammability; 2 ; Further; knowledge; document; Health; s; This; name; the; Version; revision; Light; on; protection; for; It; may; product; Cho; believed; Allison; used; entirety; The; last; this;  2 ; to; sources; applies; or; significant; not; US; information; a; by,", including date of preparation or last revision Issue date Allison Cho Prepared by Version # 01 Not..."
FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint_S09_001,FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint,9,Tabla 1,table,78,,,"0;  703-527;  215-674; 
1; Warminster;  800-424; PA18974US; International;  24; CHEMTREC; Address; Technical; Assistance; Website;  885;  1;  800-272; 9300; 3887;  800-521; crcindustries; Telephone; 
0; 18974; 4620
; 3168
; HourEmergency; US; com; 4300
; CustomerService; www; GeneralInformation","0: Address | 1: 885LouisDr.
1: Warminster,PA18974US
0: Telephone
0: GeneralInformation | 1: 215-674-..."
FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint_S09_001,FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint,9,Tabla 1,table,115,,,"Category2; 0;  703-527; tion; 2
; Category2A; Physicalhazards; 
1; Category3narcoticeffects; Hazard; International;  2; Flammableaerosols; CHEMTREC; 2; Gasesunderpressure; repeated; 3; Website; Seriouseyedamage; exposure; identifica;  1; 3887; crcindustries; Category1; 1; Healthhazards; 
0; 1
; s; Liquefiedgas; com; Specifictargetorgantoxicity; singleexposure; eyeirritation; www; Carcinogenicity","0: (CHEMTREC) | 1: 703-527-3887(International)
0: Website | 1: www.crcindustries.com
0: 2.Hazard(s)i..."
FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint_S08_001,FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint,8,Tabla 1,table,265,,,"Productcode; 0;  703-527; GasesunderpressureLiquefiedgas; Environmentalhazards; 2
;  215-674; Physicalhazards; 
1; Warminster;  800-424; Identification; Hazard;  18114
; n; Recommendeduse; Inc; PA18974US; singleexposureCategory3narcoticeffects;  2; International;  24; CarcinogenicityCategory2; identificatio; CHEMTREC; 2; Othermeansofidentification; Address; 3; Manufacturer; Distributorinformation; Technical; Assistance; Website; Seriouseyedamage; exposure;  885;  1;  800-272; 9300; 3887;  800-521; Recommendedrestrictions; crcindustries; CRCIndustries; RustProofEnamelMachineryLightGraySprayPaint; r; 1; Healthhazards; Telephone; 
0; Supplie; eyeirritationCategory2A; 1
; s; 18974; OSHAdefinedhazards; 4620
; 3168
; HourEmergency; Notclassified; US; com; Specifictargetorgantoxicity; 4300
; Productidentifier; FlammableaerosolsCategory1; Noneknown; repeatedCategory2; Importer; CustomerService; Coating; Companyname; www; GeneralInformation","0: 1.Identification
0: Productidentifier | 1: RustProofEnamelMachineryLightGraySprayPaint
0: Otherme..."
FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint_S14_001,FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint,14,Tabla 1,table,163,,,"nototherwise; C; Storage; 0; Disposal; ventilatedplace; Storeinawell; 
1; Hazard; center; Response; Getmedicalattention; 50; medicalattention; Ifineyes; ifpresentandeasytodo; Ifexposedorconcerned; Get; Rinsecautiouslywithwaterforseveralminutes; doctorifyoufeelunwell;  1; Ifeyeirritationpersists; classified; containerinaccordancewithlocal; Ifinhaled; Removecontactlenses; 122; 
0; 50°C; temperaturesexceeding50; s; HNOC; Exposuretohightemperaturemaycausecantoburst; Continuerinsing; regional; Storelockedup; F; Callapoison; Disposeofcontents; Noneknown; Donotexposeto; 122°F; nationalregulations; Removepersontofreshairandkeepcomfortableforbreathing; Protectfromsunlight","0: Response | 1: Ifinhaled:Removepersontofreshairandkeepcomfortableforbreathing.Callapoison
1: cente..."
FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint_S03_001,FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint,3,Tabla 1,table,125,2807-30-9; 74-98-6; 67-64-1; 110-19-0; 100-41-4; 13463-67-7; 107-87-9; 108-10-1; 106-97-8,,"0;  67-64; 2807-30-9; 7 ; 74-98-6; 110-19-0; 0 ;  100-41;  106-97; n; 4 ; Commonnameandsynonyms;  2;  108-10; acetone; noningredients; Composition; 100-41-4;  1-3
; 13463-67-7; methylpropylketone; 107-87-9; informatio; Mixtures;  2807-30; ethyleneglycolpropylether;  1; 0.2; isobutylacetate; 8 ;  5-10
;  13463-67; ethylbenzene; Chemicalname; 
0;  74-98; CASnumber; 108-10-1; 106-97-8;  30-40
;  107-87; 6 ; 67-64-1; propane; methylisobutylketone;  110-19; 1 ;  3;  10-20
; butane; titaniumdioxide; 9 ;  3-5
","0: 3.Composition/informatio | 1: noningredients
0: Mixtures
0: Chemicalname | 1: Commonnameandsynony..."
FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint_S14_001,FDS 30 - Rust Proof Enamel Machinery Light Gray Spray Paint,14,Tabla 1,table,713,,,"basements; C; drains; 0; ventilatedareas; nosmoking; ventilatedplace; pleaseseetheproductlabel; Avoidreleasetotheenvironment; watercoursesorontotheground; Keepunnecessarypersonnelaway; Usecautionaround; Avoidcontactwitheyes; ifthisiswithoutrisk; weld; solder; orflashfire; Donottouchdamagedcontainersorspilledmaterialunlesswearing; orflamesinimmediatearea; environmentalreleases; buttonismissingordefective; mayresultininjurytotheuserfromelectricalshockand; drill; 
0; Keeppeopleawayfromandupwindofspill; 50°C; Emergencypersonnelneedself; andunderstood; seesection; emergencyprocedures; Forproductusage; contained; Observegoodindustrialhygienepractices; Manygasesareheavierthanairandwillspreadalonggroundandcollectinlowor; 
1; possible; Level3Aerosol; Donotbreathemistorvapor; sewers; Accidentalreleasemea; e; Thismaterialcanaccumulatestaticchargewhichmaycause; protectiveequipmentand; Forwastedisposal;  1; Precautionsforsafehandling; Environmentalprecautions; Avoid; 122; sures; Wearappropriatepersonalprotectiveequipment; if; Eliminateallignitionsources; wood; 10; seeSection10oftheSDS; Handlingandstorage; Donotpuncture; Useonlyinwell; seesection13oftheSDS; instructions; Protectfromsunlightanddonotexposetotemperaturesexceeding; Putmaterialinsuitable; Preventfurtherleakageorspillageifsafetodoso; flares; Forpersonalprotection; Obtainspecialinstructionsbeforeuse; fleece;  7; duringclean; grind; Preventproductfromentering; flame; labeledcontainers; Storeinawell; Personalprecautions; Donothandleorstorenearanopenflame; cloth; Informappropriatemanagerialorsupervisorypersonnelofall; Donotuseifspray; Methodsandmaterialsfor; orexposecontainerstoheat; paper; Themetalcontainerwillconductelectricityifitcontactsalivesource; g; containmentandcleaningup; Stoptheflowofmaterial; Pressurizedcontainer; includinganyincompatibilities; sparkandbecomeanignitionsource; energizedequipment; Donothandleuntilallsafetyprecautionshavebeenread; This; Localauthorities; oil; heatorothersourcesofignition; Keep; Shouldbehandledinclosedsystems; F; etc;  50; confinedareas; 122°F; Donotpierceorburn; Ventilateclosedspacesbeforeenteringthem; tanks; Donotsmokewhileusingoruntilsprayedsurfaceisthoroughlydry; incompatiblematerials; 13; releasetotheenvironment; Keepoutof;  8; breathingequipment; incinerateorcrush; Donotcut; awayfromspilledmaterial; 3; Avoidprolongedexposure; Conditionsforsafestorage; Avoiddischargeinto; covered; orothersourcesofignition; lowareas; shouldbeadvisedifsignificantspillagescannotbecontained; combustibles; Storeawayfrom;  6; up; Wearappropriateprotectiveequipmentandclothing; evenafteruse; Donotsprayonanakedflameoranyotherincandescentmaterial; Cleansurfacethoroughlytoremoveresidualcontamination; leak; sparks; appropriateprotectiveclothing; Wipeupwithabsorbentmaterial","0: 6.Accidentalreleasemea | 1: sures
0: Personalprecautions, | 1: Keepunnecessarypersonnelaway.Keepp..."
